高等教育深耕計畫核定經費 (一般大學),,,,
類別,學校代碼,學校名稱,核定經費,
,,,單位：元,
技專校院,55,弘光科技大學,大學特色類萌芽型,中部沿海邁向低碳、綠能與韌性生態社區共築計畫
技專校院,56,南開科技大學,大學特色類深耕型,建置在地優質老化永續長照服務網—打造南投不老城鎮
技專校院,57,修平科技大學,大學特色類萌芽型,再現田頭水?田中、社頭、二水區域整合計畫
技專校院,58,修平科技大學,大學特色類萌芽型,文蛤智慧養殖與科學管理永續發展計畫
技專校院,59,國立勤益科技大學,大學特色類萌芽型,想到鐵工就是台中—鐵工藝術再創新猷
技專校院,60,國立勤益科技大學,大學特色類深耕型,中臺灣菇類產業創生與永續經營提升計畫
技專校院,61,國立臺中科技大學,大學特色類萌芽型,智慧創新樂齡共融長照屋
技專校院,62,國立臺中科技大學,大學特色類萌芽型,打造山城永續農業新亮點-休閒農業價值創新計畫
技專校院,63,朝陽科技大學,大學特色類萌芽型,北溝復麗—文化、生態共融村
技專校院,64,朝陽科技大學,大學特色類萌芽型,貓裏青農設計培力再生活化
技專校院,65,朝陽科技大學,大學特色類萌芽型,果香山城-苗圃幸福心，友善人文暨城鄉共好計畫
技專校院,66,朝陽科技大學,大學特色類深耕型,「雜糧紮根，豐味深釀」崙元廊道增韌擴散計畫
技專校院,67,朝陽科技大學,永續發展類特色永續型,幼老共園輔導平台的建構與代間學習促進世代共融的實踐
技專校院,68,僑光科技大學,大學特色類萌芽型,烏溪流「育」，創意長銷
技專校院,69,嶺東科技大學,大學特色類萌芽型,產業再興—跨域社會設計翻轉新社農創品牌價值
技專校院,70,嶺東科技大學,大學特色類萌芽型,智機減碳，從嶺做起：碳盤輔導人才培育
技專校院,71,中華醫事科技大學,永續發展類特色永續型,臺南溪北淺山銀髮健康基地深耕永續計畫
技專校院,72,台南應用科技大學,大學特色類萌芽型,消失的針線-刺繡技藝傳承與記憶延伸
技專校院,73,台南應用科技大學,大學特色類深耕型,志在琉鄉-全島啟動˙價值再造
技專校院,74,南臺科技大學,大學特色類萌芽型,藏碳蘊漁：古都土城仔綠電創能與智動養殖之跨界整合永續淨零發展計畫
技專校院,75,南臺科技大學,大學特色類萌芽型,跨樂尬陣：南流西起共融藝起來
技專校院,76,南臺科技大學,大學特色類萌芽型,點亮左鎮相放伴—創意生活加值計畫
技專校院,77,南臺科技大學,大學特色類深耕型,文化底?的在地創生與傳播--府城vs月津
技專校院,78,南臺科技大學,永續發展類特色永續型,青銀共創打造在地智慧自在不老力
技專校院,79,國立虎尾科技大學,大學特色類萌芽型,「花」現虎尾，永續共融
技專校院,80,國立虎尾科技大學,永續發展類特色永續型,農業共學地方創生世代共好—取徑綠心到綠港之價值共創
技專校院,81,國立雲林科技大學,大學特色類萌芽型,從心靈遍路到智能觀光：雲林朝聖廊帶的地方設計
技專校院,82,崑山科技大學,大學特色類萌芽型,以農漁業廢棄資材循環再利用為基石、建構淨零碳排永續家園
技專校院,83,崑山科技大學,永續發展類國際合作型,永保安康Going Green-從在地邁向國際綠色關懷
技專校院,84,嘉南藥理大學,大學特色類萌芽型,二仁溪流域 後現代城鎮漣漪翻轉策略： 逆勢啟動南方聚落軸線復興力量 「第二期計畫主案：裡仁唯美：台南府城南方村落綴思關懷 計畫、副案：二仁溪流域環境生態在地關懷」
技專校院,85,嘉南藥理大學,大學特色類萌芽型,青銀共生~活酪大內樂居地
技專校院,86,嘉南藥理大學,大學特色類萌芽型,西港風_敘事雲
技專校院,87,嘉南藥理大學,大學特色類萌芽型,永續安南環境生態與綠色產業
技專校院,88,嘉南藥理大學,大學特色類深耕型,嘉藥攜手阿蓮： 賦能偏鄉社區x築夢幸福家園 「第二期計畫主案：營造Alia(e)n宜居地 計畫、副案：濃濃香洋風，再造關廟情 計畫」
技專校院,89,大仁科技大學,大學特色類萌芽型,三生三化三十?高樹-智慧低碳農業心vs.科技?幼關懷情
技專校院,90,大仁科技大學,大學特色類萌芽型,小琉球幸福島 環境 x 健康 x 文化
技專校院,91,大仁科技大學,大學特色類萌芽型,長照知?整合與實踐-20X80牽手微伴計畫
技專校院,92,文藻外語大學,大學特色類萌芽型,「SDGs」看見需要·千手扶學 「第二期計畫主案：USR-hub 看見需要·千手扶學計畫」
技專校院,93,文藻外語大學,大學特色類萌芽型,OUR TOWN 社區永續跨域共創平台計畫「第二期:USR-hub Our Town 社區體驗遊程國際平台及觀光文化導覽USR HUB 二案」
技專校院,94,文藻外語大學,大學特色類萌芽型,藻到新力亮～文藻USR新住民/新移工關懷培力計畫「第二期計畫主案：藻到新力亮～文藻USR新住民/新移工關懷培力計畫」
技專校院,95,正修科技大學,大學特色類萌芽型,齊聚新民·旗育津采
技專校院,96,正修科技大學,大學特色類萌芽型,蕉傲?大旗山典範創新合作生產實踐計畫
技專校院,97,正修科技大學,大學特色類萌芽型,新埤纖境- 創造新埤鄉的再生力量
技專校院,98,正修科技大學,大學特色類萌芽型,食在安心 銀造健康 永續欣林園
技專校院,99,美和科技大學,大學特色類萌芽型,漁網石斑 靚食啖鮮-屏東石斑魚產業鏈加值計畫
技專校院,100,國立屏東科技大學,大學特色類萌芽型,沿山185熱帶有機廊道-農業數位轉型及生態系建構之USR實踐計畫
技專校院,101,國立屏東科技大學,大學特色類萌芽型,點亮馬卡道健康農產業振興與優化
技專校院,102,國立屏東科技大學,大學特色類萌芽型,國境南灣飛夢園
技專校院,103,國立屏東科技大學,大學特色類萌芽型,老幼共榮、幸福陪伴-營造屏東老幼永續幸福家園
技專校院,104,國立屏東科技大學,大學特色類深耕型,里山根經濟-林下經濟、生態旅遊的軸帶深耕與農林地碳匯人才培育
技專校院,105,國立高雄科技大學,大學特色類萌芽型,竹夢樂學＋遊活園田
技專校院,106,國立高雄科技大學,大學特色類深耕型,無碳理想 淨零橋楠
技專校院,107,國立高雄科技大學,大學特色類深耕型,海岸創生 社會創新-高雄漁村實踐計畫
技專校院,108,國立高雄科技大學,永續發展類國際合作型,鄰家好漁形塑計畫
技專校院,109,國立高雄科技大學,永續發展類特色永續型,U can do it! 高雄山都心永續藍圖 (第二期計畫主案：安居桃花源．港都山線韌性城鄉營建計畫)
技專校院,110,國立澎湖科技大學,大學特色類萌芽型,與海為生-澎湖混獲資源化與海洋食魚教育
技專校院,111,輔英科技大學,大學特色類萌芽型,琉連忘返 愛待琉鄉-東琉連線在地安養精準健康促進人力養成計劃
技專校院,112,輔英科技大學,大學特色類萌芽型,南高雄產業園區永續健康環境營造與環境教育拓展計畫
技專校院,113,樹德科技大學,大學特色類萌芽型,青銀共創 活躍老化-社區照顧人才的培育與實作
技專校院,114,樹德科技大學,永續發展類特色永續型,橫山USR 333-1 綠色永續 x 整體實踐
,,,,
深耕計畫第二部分 全球鏈結核定學校,,,,
一、Global Taiwan 全校型學校,,,,
學校代碼,學校名稱,,,
2,國立清華大學,,,
3,國立臺灣大學,,,
5,國立成功大學,,,
7,國立陽明交通大學,,,
二、Global Taiwan 研究中心,,,,
學校類別,學校名稱,領域,計畫名稱,
一般大學,中國醫藥大學,醫學,新藥開發研究中心,
一般大學,中國醫藥大學,醫學,中醫藥研究中心,
一般大學,中國醫藥大學,生命科學,癌症生物精準醫學研究中心,
一般大學,長庚大學,生命科學,新興病毒感染研究中心,
一般大學,高雄醫學大學,生命科學,精準環境醫學研究中心,
一般大學,國立中山大學,工學一般,6G 通訊與感測研究中心,
一般大學,國立中山大學,醫學,代謝異常脂肪肝卓越研究中心,
一般大學,國立中山大學,理學,氣膠科學研究中心,
一般大學,國立中山大學,理學,晶體研究中心,
一般大學,國立中山大學,社會科學,策略與人力資本研究中心,
一般大學,國立中山大學,社會科學,永續智慧電子商務研究中心,
一般大學,國立中央大學,理學,太空科學與科技研究中心,
一般大學,國立中央大學,理學,地震災害鏈風險評估及管理研究中心,
一般大學,國立中央大學,理學,高能與強場物理研究中心,
一般大學,國立中正大學,工學一般,前瞻製造系統頂尖研究中心,
一般大學,國立中興大學,農學,永續農業創新發展中心,
一般大學,國立中興大學,農學,前瞻植物與食?尖端生技研究中心,
一般大學,國立中興大學,農學,鳥禽遺傳資源暨動物生技研究中心,
一般大學,國立中興大學,理學,前瞻永續負碳資源創意研究中心,
一般大學,國立成功大學,工學一般,跨維綠能材料研究中心,
一般大學,國立成功大學,工學一般,前瞻醫療器材科技中心,
一般大學,國立成功大學,醫學,奈米醫學研究中心,
一般大學,國立成功大學,農學,前瞻蝦類養殖國際研發中心,
一般大學,國立成功大學,農學,蘭花研發中心,
一般大學,國立成功大學,理學,前沿量子科技研究中心,
一般大學,國立政治大學,社會科學,企業永續管理研究中心,
一般大學,國立政治大學,人文藝術,華人文化元宇宙研究中心,
一般大學,國立清華大學,工學一般,高熵材?研發中心,
一般大學,國立清華大學,工學一般,智慧感知?網研究中心,
一般大學,國立清華大學,醫學,腦科學研究中心,
一般大學,國立清華大學,理學,前瞻?子科技研究中心,
一般大學,國立清華大學,社會科學,韌性研究中心,
一般大學,國立清華大學,人文藝術,水下考古暨水下文化資產研究中心,
一般大學,國立清華大學,人文藝術,臺灣語言多樣性永續發展中心,
一般大學,國立陽明交通大學,工學一般,前瞻半導體技術研究中心,
一般大學,國立陽明交通大學,醫學,腫瘤與免疫學研究中心,
一般大學,國立陽明交通大學,醫學,全方位健康長壽跨領域研究中心,
一般大學,國立陽明交通大學,醫學,腦科學研究中心,
一般大學,國立陽明交通大學,生命科學,智慧型藥物與智能生物裝置研究中心,
一般大學,國立陽明交通大學,理學,新世代功能性物質研究中心,
一般大學,國立陽明交通大學,人文藝術,文化研究國際中心,
一般大學,國立臺灣大學,工學一般,前瞻?色材?高值化研究中心,
一般大學,國立臺灣大學,工學一般,尖端生醫計算及影像研究中心,
一般大學,國立臺灣大學,工學一般,數據智慧與系統研究中心,
一般大學,國立臺灣大學,生命科學,精準醫學研究中心,
一般大學,國立臺灣大學,農學,農業零碳技術與管理創新研究中心,
一般大學,國立臺灣大學,理學,新穎材料原子級科學研究中心,
一般大學,國立臺灣大學,理學,永續地球尖端科學研究中心,
一般大學,國立臺灣大學,社會科學,計量理論與應用研究中心,
一般大學,國立臺灣大學,社會科學,群體健康與福祉研究中心,
一般大學,國立臺灣大學,社會科學,臺灣韌性社會研究中心,
一般大學,國立臺灣師範大學,社會科學,學習科學跨國頂尖研究中心,
一般大學,國立臺灣師範大學,人文藝術,華語文與科技研究中心,
一般大學,國立臺灣師範大學,人文藝術,國際台灣學研究中心,
一般大學,國立臺灣師範大學,人文藝術,社會情緒教育與發展研究中心,
一般大學,國立臺灣海洋大學,理學,海洋中心：全球變遷下海洋與水產的調適與因應,
一般大學,臺北醫學大學,醫學,癌症轉譯研究中心,
一般大學,臺北醫學大學,醫學,腦意識創新轉譯研究中心,
技專校院,正修科技大學,生命科學,環境毒物與新興汙染物研究中心,
技專校院,正修科技大學,人文藝術,文物修護研究中心,
技專校院,南臺科技大學,工學技專,高階智慧生醫聯合研究中心,
技專校院,國立虎尾科技大學,工學技專,智能機械與智慧製造研究中心,
技專校院,國立屏東科技大學,農學,動物製劑研究中心,
技專校院,國立屏東科技大學,農學,永續智慧養豬技術研究中心,
技專校院,國立高雄科技大學,工學技專,"前瞻金屬成形技術研究發展中心
",
技專校院,國立雲林科技大學,工學技專,智慧辨識產業服務研究中心,
技專校院,國立雲林科技大學,人文藝術,智能地域設計服務研究中心,
技專校院,國立臺北科技大學,工學技專,新世代住商與工業節能研究中心,
技專校院,國立臺北科技大學,工學技專,高值生醫材料研究與商品化中心,
技專校院,國立臺灣科技大學,工學技專,永續電化學能源發展中心,
技專校院,國立臺灣科技大學,工學技專,智慧製造創新中心,
技專校院,國立臺灣科技大學,工學技專,臺灣建築科技中心,
技專校院,國立臺灣科技大學,工學技專,異質整合矽光電晶片研發中心,
技專校院,國立臺灣科技大學,工學技專,"臺灣高速3D?印研究中心
",
技專校院,國立臺灣科技大學,社會科學,技職賦能研究中心,
技專校院,崑山科技大學,工學技專,綠能科技研究中心,
