高等教育深耕計畫核定經費 (一般大學),,,,
類別,學校代碼,學校名稱,核定經費,
,,,單位：元,
技專校院,17,耕莘健康管理專科學校,大學特色類萌芽型,循環永續、共伴創生「第二期計畫主案：宜蘭三星鄉農棄物六級產業與農村創生計畫」
技專校院,18,耕莘健康管理專科學校,大學特色類萌芽型,~為愛走動 莘口相連-讓愛傳出去 口腔照護服務交流計畫
技專校院,19,馬偕醫護管理專科學校,大學特色類萌芽型,承載幸福，偏鄉傳愛
技專校院,20,馬偕醫護管理專科學校,大學特色類萌芽型,馬偕護 創生榮：活絡在地好所在，共享樂齡新生活
技專校院,21,國立臺北科技大學,大學特色類萌芽型,漁村真本事－萬里野柳海岸地景保育與漁村文化永續
技專校院,22,國立臺北科技大學,大學特色類萌芽型,鶯歌陶瓷培力與科技驅動計畫
技專校院,23,國立臺北科技大學,大學特色類萌芽型,木創文化深根攪動計畫(Ⅱ)
技專校院,24,國立臺北科技大學,永續發展類特色永續型,原住民部落安居構築與綠色樂業推動計畫
技專校院,25,國立臺北護理健康大學,大學特色類萌芽型,後疫情時代高齡與幼兒身心健康全方位升級計畫—社區服務支持系統的社會實踐
技專校院,26,國立臺北護理健康大學,大學特色類深耕型,鏈結資源永續健康-「北護護你健康、青銀共好深耕計畫」；第二期計畫主案：鏈結區域資源升級長照專業－「北護護你健康、青銀共好標竿計畫」
技專校院,27,國立臺灣科技大學,大學特色類萌芽型,活力創齡-共創共學習
技專校院,28,國立臺灣科技大學,大學特色類萌芽型,共好 Spark : 走在我的身邊，成為我的夥伴
技專校院,29,國立臺灣科技大學,大學特色類深耕型,「城南無限-都市山城與無限大學的永續共築計畫」
技專校院,30,國立臺灣科技大學,永續發展類國際合作型,行動工程師培育計畫
技專校院,31,國立臺灣科技大學,永續發展類特色永續型,I-Villages: Mobility for Change 城鄉牽手移動力再建構計畫
技專校院,32,景文科技大學,大學特色類萌芽型,永續餐飲SDGs教育及社會責任計畫
技專校院,33,經國管理暨健康學院,大學特色類萌芽型,「幼」「健」「美」好吾鄉?從幼兒園到家庭、社區的健康促進與美力養成計劃
技專校院,34,聖約翰科技大學,大學特色類萌芽型,北海岸跨領域共學共創共耕基地建構與創新生活文化圈整合創生深耕計畫
技專校院,35,德明財經科技大學,大學特色類萌芽型,德明甘丹內科園區永續時尚實踐計畫
技專校院,36,德明財經科技大學,大學特色類萌芽型,內湖金面山在地風華-永續實踐計畫
技專校院,37,黎明技術學院,大學特色類萌芽型,共鳴－攜手臺北啟聰學校建構聽障共融環境計畫
技專校院,38,黎明技術學院,大學特色類萌芽型,新北市新泰樹地區新住民及新二代時尚民生職能提升培育計畫
技專校院,39,育達科技大學,大學特色類萌芽型,「肌」不可失、「活」力飲食-肌活樂齡打造苗栗幸福城市計畫
技專校院,40,明新科技大學,大學特色類萌芽型,客話茶金三生味－韌性茶鄉創生計畫
技專校院,41,明新科技大學,大學特色類萌芽型,新竹縣五峰鄉隘蘭軌跡人文、生態、空間、孵創基地計畫
技專校院,42,長庚科技大學,大學特色類萌芽型,保骨防跌、樂活膳食、科技失智辨識–永續高齡友善社區計畫
技專校院,43,長庚科技大學,大學特色類萌芽型,破繭而出的形象曙光
技專校院,44,長庚科技大學,大學特色類萌芽型,多元新視界，攜手嘉移人
技專校院,45,長庚科技大學,大學特色類萌芽型,在地紮根‧社會共生－教養賦能計畫
技專校院,46,健行科技大學,大學特色類萌芽型,陽光樂活、綠能永續扎根計畫
技專校院,47,敏實科技大學,大學特色類萌芽型,青山綠水好茶庄：台三線茶產業智慧種植、環境永續與創新商業應用實踐計畫
技專校院,48,慈濟科技大學,大學特色類萌芽型,有機淨零新農業-光復萬榮產銷班青銀共創計畫
技專校院,49,慈濟科技大學,大學特色類萌芽型,社區協力建構偏鄉失智照顧培力及支持服務網
技專校院,50,龍華科技大學,大學特色類萌芽型,桃園新屋石滬文化永續發展計劃
技專校院,51,龍華科技大學,大學特色類萌芽型,自閉症特教生適應性科技與食農教育-龍潭肯納社福莊園
技專校院,52,龍華科技大學,大學特色類萌芽型,?牽手龜山—保育、人文、科技的共榮與昇華?
技專校院,53,龍華科技大學,大學特色類萌芽型,樂生生樂—樂生公?教育園區地方特色之發展
技專校院,54,中臺科技大學,大學特色類萌芽型,文資蘊生-永續文化資源與創新人才培育
