Date,Open,High,Low,Close,Adjusted Close,Volume
10-Dec-05,10,751.76,10,805.95,10,729.91,10,778.58,10,778.58,238,930,000
9-Dec-05,10,808.43,10,847.25,10,729.67,10,755.12,10,755.12,253,290,000
8-Dec-05,10,856.86,10,868.06,10,764.01,10,810.91,10,810.91,243,490,000
7-Dec-05,10,835.41,10,936.20,10,835.41,10,856.86,10,856.86,264,630,000
6-Dec-05,10,876.95,10,876.95,10,810.67,10,835.01,10,835.01,237,340,000
3-Dec-05,10,912.01,10,921.37,10,861.66,10,877.51,10,877.51,214,900,000
2-Dec-05,10,806.03,10,934.90,10,806.03,10,912.57,10,912.57,256,980,000
1-Dec-05,10,883.91,10,924.82,10,803.87,10,805.87,10,805.87,257,650,000
