Date,open,open_1,close_1,high_1,low_1,volume_1,avg_price_5,avg_price_30,avg_price_365,ration_avg_price_5_30,ratio_avg_price_5_365,ratio_avg_price_30_365,avg_volume_5,avg_volume_30,avg_volume_365,ratio_avg_volume_5_30,ration_avg_volume_5_365,ratio_avg_volume_30_365,std_price_5,std_price_30,std_price_365,ratio_std_price_5_30,ratio_std_price_5_365,ratio_std_price_30_365,return_1,return_5,return_30,return_365,moving_avg_5,moving_avg_30,moving_avg_365,close
2018-12-12,24719.91,24509.09,24527.27,24828.29,24509.09,344330000.0,24098.756,23427.769047619047,26118.2173015873,1.028640667876532,0.9226799716738489,0.8969895907174052,387210000.0,400495714.28571427,283933690.47619045,0.9668268253271839,1.3637339033300448,1.4105255125379292,465.58826491888146,677.2636999787392,1181.111853594001,0.6874549232942757,0.3941948965308786,0.5734119913519586,-0.002850303568916713,0.05160467954000361,0.025823259377729012,-0.12813783567141387,0.01480573748321452,0.0012177927459049646,-0.0004919249956068556,24370.24
2018-12-11,24360.95,24719.91,24370.24,24791.26,24221.06,342960000.0,24237.676,23445.59238095238,26104.165476190476,1.0337839030116007,0.9284984046744228,0.8981552159687706,374188000.0,404320000.0,284447380.95238096,0.9254748713889989,1.3154911068161406,1.4214228257130157,407.8211343593849,697.5841595168949,1180.758498560176,0.5846192589032089,0.34538911628134333,0.5907932573574811,-0.006402261645914887,0.02933817206208585,0.015598048837408016,-0.12686832931465025,0.010175588228949267,0.0013902495369278352,-0.0005027660561238739,24423.26
2018-12-08,24918.82,24360.95,24423.26,24500.81,23881.37,389690000.0,24403.731999999996,23465.65619047619,26090.44142857143,1.039976542821101,0.9353514415158828,0.8993966719466517,358778000.0,406774285.71428573,285147539.6825397,0.8820075717667221,1.2582188168252635,1.4265396999993598,191.1856581184296,720.0816988471572,1180.114329793687,0.26550550920057503,0.1620060474580065,0.6101796077444845,0.0021756043436583633,0.03519182400866694,0.01755442897901502,-0.12404041070636972,0.00587691320229943,0.0009138825014471607,-0.0004970332772301797,24388.95
2018-12-07,24737.42,24918.82,24388.95,25095.62,24284.78,398230000.0,24461.420000000002,23489.933809523813,26076.470595238094,1.0413575533398185,0.9380648316903354,0.9008095525708676,355036000.0,410281904.7619048,285866706.3492063,0.8653464748976313,1.2419634470000103,1.4352210161218162,97.26667337879537,742.9500231742437,1179.3317650678491,0.13091953744509605,0.08247609049451783,0.6299754192845815,-0.0014048083671056883,0.01196821146108536,0.021350451775442387,-0.1261447673918651,0.007010304529612157,0.001005635470971505,-0.00048419442736838826,24947.67
2018-12-05,25752.56,24737.42,24947.67,24951.01,24242.22,471690000.0,24531.477999999996,23545.18238095238,26064.298412698412,1.0418894873307718,0.9411908048155391,0.9033499389909253,389380000.0,417628095.2380952,286852341.26984125,0.9323606444102124,1.3574231197705695,1.4558992037134308,240.44570441198906,806.5938618219814,1175.0653139584983,0.298100091995315,0.20462326779265416,0.6864247052827815,0.02290873530840801,0.014240947613119658,0.048774458800754074,-0.1094907524738481,0.0024269613850924237,0.001182371137589203,-0.0004937370729157753,25027.07
2018-12-04,25779.57,25752.56,25027.07,25773.12,25008.11,418900000.0,24631.438000000002,23616.40714285714,26053.779682539684,1.0429799016845736,0.9454074725482965,0.9064484090453876,404294000.0,421661428.5714286,287686865.0793651,0.9588119107069653,1.405326586211943,1.4656957955139993,326.6841985315156,868.9401716581424,1172.4255631424353,0.37595706722607297,0.2786396073247573,0.7411474118059441,0.0031826619479895903,0.02037731879658842,0.0635628640090773,-0.09577065220886498,0.002885393214025817,0.0024560689469000953,-0.00041782394924069603,25826.43
2018-12-01,25307.14,25779.57,25826.43,25980.21,25670.51,388480000.0,24922.676,23730.37238095238,26046.544166666667,1.0502437804138567,0.9568515439332275,0.9110756586020179,413398000.0,421302380.95238096,288362579.36507934,0.9812382238749456,1.4336048765766534,1.461016134201637,583.6467004791375,991.9428503391244,1168.1552947666385,0.5883874260292323,0.4996310876592244,0.8491532374017824,0.03193981556770331,0.05975279685386761,0.10213176541277405,-0.0659444668275841,0.004091986317407078,0.0031202995790285556,-0.00035742099728751733,25538.46
2018-11-30,25343.65,25307.14,25538.46,25549.71,25250.97,482250000.0,25145.716,23866.19333333333,26038.749126984127,1.0536123481778552,0.9657036855868522,0.9165645099518485,431910000.0,424064761.9047619,289183611.1111111,1.0185000943252154,1.4935493693453121,1.4664204526508464,557.5870491503433,1036.1116025087254,1164.9485943934658,0.5381534651289147,0.47863661266586,0.8894054274113101,-0.011150205429089547,0.04566139000280883,0.12572566077557204,-0.07142361089648665,0.011760401760130717,0.0048399446665983075,-0.00022665981342888638,25338.84
2018-11-29,24832.84,25343.65,25338.84,25479.04,25202.79,305110000.0,25335.694,23961.079047619045,26029.04992063492,1.0573686581330128,0.9733622270982218,0.9205514269894093,413286000.0,423280952.38095236,289455436.50793654,0.9763869545163069,1.4278052780282404,1.4623354720419857,363.23448615211515,1076.5642693025425,1160.5346814494615,0.337401580666836,0.31298891102371,0.9276450643921789,-0.007816446254002747,0.03894755616785468,0.08534993215181538,-0.08797453410425932,0.009095239805581136,0.00582685595394714,-0.0002498137516480473,25366.43
2018-11-28,24557.02,24832.84,25366.43,25368.93,24832.84,362160000.0,25419.446,24058.172857142858,26018.39523809524,1.0565825655564272,0.9769797778604624,0.9246601351461411,391380000.0,426772857.14285713,290413888.8888889,0.9170686313562585,1.3476628183913764,1.4695332195566535,292.8597178346527,1108.0473671243944,1154.2016518176129,0.26430252579786595,0.2537335805866014,0.9600119401834718,0.0010888422674439771,0.016785535482872833,0.08740643001852758,-0.09571640070855617,0.007812912228201723,0.004069242701462377,-0.00032126449342290776,24748.73
2018-11-27,24364.13,24557.02,24748.73,24750.73,24416.03,308250000.0,25363.778,24138.474285714285,26004.84257936508,1.0507614400057952,0.9753482614859678,0.9282299714772446,369250000.0,425427142.85714287,290850555.5555556,0.8679512019852317,1.269552328324397,1.4627001211826178,394.80173932011894,1093.281076217636,1148.9466659687594,0.361116411788625,0.34362059703374764,0.9515507626246621,-0.024351081330719407,-0.011121557577455138,0.07312031705286519,-0.12126366993324814,0.003448933620008917,0.004159397675531197,-0.00035527500071953576,24640.24
2018-11-24,24336.4,24364.13,24640.24,24673.29,24364.13,306280000.0,25126.54,24209.970476190476,25991.027341269844,1.037859175611591,0.9667390084309146,0.9314741644609285,352810000.0,420586190.47619045,290780039.6825397,0.8388530293886878,1.2133226214054504,1.446406675421625,403.58539201783077,1073.5544830862768,1144.313380591379,0.3759337773501677,0.35268782036723073,0.9381647556471514,-0.004383659282718668,-0.0459293057538343,0.06488749210201739,-0.12379914713487952,-0.002057815035732882,0.003540897345878615,-0.00046783366467093783,24285.95
2018-11-22,24541.65,24336.4,24285.95,24408.8,24268.74,155940000.0,24876.038,24276.994285714285,25976.02527777778,1.0246753657901637,0.9576537493317422,0.9345923414419759,287548000.0,407389047.61904764,290413055.5555556,0.7058314446118545,0.9901345497361516,1.4027917816563682,467.6221434771686,1029.2928315283261,1141.7743971522352,0.4543140000138043,0.40955739123551177,0.9014852970039827,-0.014378512546955746,-0.04904406921952218,0.061520776101527855,-0.13469880608427068,-0.009322510005817278,0.0031743602988902183,-0.00047926633060359436,24464.69
2018-11-21,24618.68,24541.65,24464.69,24669.79,24463.28,289370000.0,24701.208000000002,24404.255714285715,25962.48984126984,1.0121680533588433,0.9514190723239144,0.9399813293520423,284400000.0,406481904.7619048,290709047.61904764,0.6996621415818897,0.978297725266139,1.3982430477862828,411.36228487815765,857.6070430072303,1139.3808132860734,0.4796629041614453,0.36104020717336205,0.7526957036724333,0.007359810919482168,-0.03449842218507246,0.12263516303998669,-0.12236248018878147,-0.009968171429390518,0.003025503439268181,-0.0005285332297048204,24465.64
2018-11-20,25392.61,24618.68,24465.64,24707.26,24368.98,445920000.0,24521.05,24500.45904761905,25949.392023809523,1.0008404312891006,0.9449566285599691,0.9441631243282685,301152000.0,384834761.9047619,291557857.14285713,0.7825488490421987,1.0329064802134347,1.3199258825537363,178.57993042381494,730.8205964865409,1137.5324191908676,0.24435536064849225,0.15698887118385577,0.6424613348658469,3.883147507696716e-05,-0.035511106608222,0.09000831797381824,-0.11887256093630086,-0.006932919994693536,0.005636883864184219,-0.00047234378604373153,25017.44
2018-11-17,25242.35,25392.61,25017.44,25392.61,24900.98,358090000.0,24574.791999999998,24603.213333333333,25938.266428571427,0.9988448121410698,0.9474338644671512,0.9485295943383668,311120000.0,374424761.9047619,291954484.1269841,0.8309279504306288,1.0656455609179132,1.2824764895267298,277.3477073461679,633.8414024053919,1132.8542912881514,0.4375664106094193,0.24482204770641777,0.5595083209550811,0.022554079925969615,0.010857526830669659,0.0943953524996063,-0.1007742687292267,-0.007142922153166938,0.004211463897999669,-0.0004566259419712246,25413.22
2018-11-16,25061.48,25242.35,25413.22,25510.23,25147.8,354460000.0,24729.388,24702.716190476192,25928.263253968253,1.0010797116122028,0.9537618373346017,0.9527331602781187,320756000.0,367325238.0952381,292385317.46031743,0.8732206958151787,1.097031830415127,1.2563053483186326,470.86767182530224,585.0656093590427,1126.2717390918658,0.8048117412697564,0.4180764334946127,0.5194710912579518,0.01582016385369576,0.03137063600029868,0.08958971276377727,-0.09024121841396258,0.0022381100981708675,0.004406656702208629,-0.000374957435156739,25289.27
2018-11-15,25388.08,25061.48,25289.27,25354.56,24787.79,392750000.0,24930.052,24779.555714285714,25917.36265873016,1.0060734053285516,0.9619054349113108,0.9560986602137476,368118000.0,366595714.28571427,292942579.36507934,1.0041524918458247,1.256621692885531,1.2514251601125037,447.87438168552075,548.2337391438292,1119.0586947655383,0.8169405669650347,0.4002242096687859,0.4899061521153664,-0.004877382716554641,0.04131277549364961,0.0681557077232126,-0.09797861480613294,0.006278874725453754,0.004193310090365115,-0.00032828674847418243,25080.5
2018-11-14,25321.21,25388.08,25080.5,25501.29,24935.82,384240000.0,25053.214,24850.39,25905.757936507936,1.0081618034968465,0.9670905619284552,0.9592612600220182,387092000.0,362667142.85714287,293341468.25396824,1.0673478632512299,1.3195952222645342,1.2363309729640886,364.89528138932127,478.9803114637527,1112.4682992400496,0.7618168694120429,0.3280051050790291,0.43055636892390925,-0.008255279808393063,0.02517137964960935,0.06304926295872758,-0.10442426304834618,0.008179100691533974,0.003242429318751356,-0.00036215978020541354,25286.49
2018-11-13,25959.33,25321.21,25286.49,25511.03,25193.78,339690000.0,25217.384,24906.86523809524,25895.85527777778,1.0124671956481226,0.9738000050394163,0.9618089447491147,365846000.0,358988571.4285714,293483214.28571427,1.0191020804482436,1.2465653304581792,1.2231996719208813,163.56176793553388,455.4847674797771,1106.7929725879358,0.359093826211863,0.14777991185929648,0.41153565188867186,0.00821315364526232,0.03355113538824254,0.04920974701365254,-0.08982339618946962,0.005056082545958927,0.003015575627537652,-0.00039048437060652656,25387.18
